,Name,Party,Votes,Comparative number,Region,Selected
1566,"Salola, Timo",Pir,204,345,Savo-Karjalan vp,
1567,"Lampinen, Viima",FP,203,1025,Helsingin vp,
1568,"Koski, Tero",Lib,203,333,Vaasan vp,
1569,"Karhu, Jukka",Muut,202,1368,Uudenmaan vp,
1570,"Kekkonen, Kauko",KD,201,979,Hämeen vp,
1571,"Eskelinen, Matti",Pir,201,412,Keski-Suomen vp,
1572,"Pakkanen, Katri",Kesk,200,1607,Hämeen vp,
1573,"Savolainen-Lipponen, Teija",Sin,200,826,Savo-Karjalan vp,
1574,"Kaartinen, Pirkko",KD,200,800,Helsingin vp,
1575,"Brandt, Pia",FP,200,200,Kaakkois-Suomen vp,
1576,"Huilaja, Tiina",Vihr,199,2426,Lapin vp,
1577,"Setälä, Mika",KD,199,1321,Pirkanmaan vp,
1578,"Kivelä, Varpu",KD,199,480,Satakunnan vp,
1579,"Vastamäki, Harri",SKE,199,416,Hämeen vp,
1580,"Smura, Tarja",Kesk,198,1560,Pirkanmaan vp,
1581,"Simonen, Tarja",EOP,198,940,Helsingin vp,
1582,"Raudaskoski, Maija Li",Pir,198,867,Helsingin vp,
1583,"Hietala, Milla",Muut,197,497,Lapin vp,
1584,"Keskitalo, Pigga",Kesk,196,2428,Lapin vp,
1585,"Alasippola, Hanna Riikka",KD,195,974,Keski-Suomen vp,
1586,"Villo, Pertti",PS,194,2355,Helsingin vp,
1587,"Nyquist, Jan",Muut,194,447,Kaakkois-Suomen vp,
1588,"Strang, Jan",RKP,193,966,Helsingin vp,
1589,"Mustonen, Juuso",Vas,193,740,Kaakkois-Suomen vp,
1590,"Ruusunen, Aimo",Vas,193,691,Kaakkois-Suomen vp,
1591,"Jensen, Anna",FP,193,514,Uudenmaan vp,
1592,"Korhonen, Seppo",Muut,193,348,Hämeen vp,
1593,"Nieminen, Tomi",Vas,192,2209,Varsinais-Suomen vp,
1594,"Hakala, Vilho",Kesk,191,1739,Satakunnan vp,
1595,"Leppänen, Juho",KD,191,1227,Pirkanmaan vp,
1596,"Niemistö, Esa",Sin,191,1078,Vaasan vp,
1597,"Forsberg, Andreas",KD,191,720,Helsingin vp,
1598,"Karvinen, Juho",Pir,191,679,Pirkanmaan vp,
1599,"Luoma-aho, Tapio",KD,191,654,Helsingin vp,
1600,"Tyyskä, Pia",RKP,191,249,Hämeen vp,
1601,"Pohtinen, Johanna",FP,191,191,Savo-Karjalan vp,
1602,"Heikkinen, Petteri",Vihr,190,1421,Savo-Karjalan vp,
1603,"Markkula, Timo",Muut,190,1296,Uudenmaan vp,
1604,"Rantanen, Pekka",Muut,190,1231,Uudenmaan vp,
1605,"Yli-Kaatiala, Johanna",KD,190,1194,Vaasan vp,
1606,"Aalto, Tommi",Sin,190,513,Helsingin vp,
1607,"Kekkonen, Oskari",Pir,190,440,Hämeen vp,
1608,"Paalijärvi, Janne",Pir,189,654,Uudenmaan vp,
1609,"Hannula, Tero",FP,189,642,Pirkanmaan vp,
1610,"Haapanen, Birgitta",EOP,189,482,Pirkanmaan vp,
1611,"Tuovinen, Nanna",Vas,188,2079,Varsinais-Suomen vp,
1612,"Sorri, Krista",Kok,187,1372,Satakunnan vp,
1613,"Honkonen, Satu",SDP,187,1347,Lapin vp,
1614,"Stenberg, Martin",KD,186,649,Uudenmaan vp,
1615,"Ryynänen, Ari",Pir,186,279,Lapin vp,
1616,"Wilson, Peppi",RKP,185,1172,Varsinais-Suomen vp,
1617,"Kauppinen, Roosa-Maria",KD,185,877,Keski-Suomen vp,
1618,"Hautakangas, Ville",Pir,185,805,Helsingin vp,
1619,"Leino, Petteri",Sin,185,667,Pirkanmaan vp,
1620,"Vennamo, Meri",Sin,185,411,Helsingin vp,
1621,"Oranen, Mika",Muut,184,964,Helsingin vp,
1622,"Nummelin, Waltteri",Vas,184,770,Uudenmaan vp,
1623,"Backman, Pirjo",KD,183,1580,Savo-Karjalan vp,
1624,"Kettula, Joel",Muut,183,1172,Uudenmaan vp,
1625,"Volanen, Matti Vesa",Vas,183,1153,Keski-Suomen vp,
1626,"Vimpari, Juha",Sin,183,704,Keski-Suomen vp,
1627,"Ahonen, Tarja",Sin,183,556,Pirkanmaan vp,
1628,"Oksanen, Henri",KD,183,477,Oulun vp,
1629,"Keinonen, Mikko",Muut,183,403,Kaakkois-Suomen vp,
1630,"Kumpulainen, Kitti",KD,182,1379,Lapin vp,
1631,"Salmi, Kari",RKP,182,923,Helsingin vp,
1632,"Hakala, Niina",KD,182,420,Satakunnan vp,
1633,"Viding, Oskar",PS,181,2243,Helsingin vp,
1634,"von Knorring, Tanja Maria Jasmine",RKP,181,1457,Uudenmaan vp,
1635,"Erkkilä, Akseli",STL,181,670,Lapin vp,
1636,"Merimaa, Henry",Vihr,181,621,Satakunnan vp,
1637,"Suuronen, Petri",Lib,181,588,Uudenmaan vp,
1638,"Kekkonen, Ilmari",Kesk,180,1304,Uudenmaan vp,
1639,"Al-Musawi, Sini",Vas,180,648,Kaakkois-Suomen vp,
1640,"Välimäki, Voitto",Muut,180,180,Vaasan vp,
1641,"Airikkala, Risto",Kesk,179,1000,Helsingin vp,
1642,"Peltonen, Erkka",Kesk,179,916,Helsingin vp,
1643,"Anttila, Mikko",Kok,178,1241,Lapin vp,
1644,"Apajalahti, Ahto",Pir,178,752,Helsingin vp,
1645,"Karvonen, Minna",FP,178,385,Pirkanmaan vp,
1646,"Juntunen, Atso",Pir,178,380,Kaakkois-Suomen vp,
1647,"Lähteenmäki, Laura",Lib,178,330,Hämeen vp,
1648,"Purmonen, Virpi",EOP,178,267,Uudenmaan vp,
1649,"Kukkasmäki, Juho",RKP,177,1274,Satakunnan vp,
1650,"Känä, Jari",Vihr,177,573,Satakunnan vp,
1651,"Pollari, Marjut",Vas,175,1057,Keski-Suomen vp,
1652,"Maanselkä, Asmo",KD,175,622,Uudenmaan vp,
1653,"Rantalainen, Kausti",Pir,175,535,Uudenmaan vp,
1654,"Levonen, Vesa",KP,174,628,Kaakkois-Suomen vp,
1655,"Rantanen, Maria",Pir,174,543,Pirkanmaan vp,
1656,"Knuuti, Henna",SDP,173,1224,Lapin vp,
1657,"Punto, Anna-Liisa",KD,173,1115,Vaasan vp,
1658,"Buss, Allan",RKP,172,1415,Uudenmaan vp,
1659,"Liukkonen, Jani",KD,172,600,Helsingin vp,
1660,"Launonen, Taina",IP,171,211,Oulun vp,
1661,"Asunta, Iivu",KP,170,1595,Pirkanmaan vp,
1662,"Kivirinta, Aki",Lib,169,381,Oulun vp,
1663,"Haakana, Liisa",KD,168,554,Helsingin vp,
1664,"Kähärä, Juhani",Lib,168,490,Uudenmaan vp,
1665,"Kärmeranta, Jussi",KD,168,373,Satakunnan vp,
1666,"Puttonen, Anne",EOP,168,168,Keski-Suomen vp,
1667,"Rajala, Miia",Kesk,167,1474,Pirkanmaan vp,
1668,"Leppäjoki, Kari",Muut,167,167,Varsinais-Suomen vp,
1669,"Juslén, Ilari",Muut,165,797,Pirkanmaan vp,
1670,"Huhtala, Anne",KD,164,1145,Pirkanmaan vp,
1671,"Antikainen, Petri",Muut,164,717,Pirkanmaan vp,
1672,"Tiainen, Tuomas",Lib,164,452,Uudenmaan vp,
1673,"Mikkonen, Unto",Vihr,163,1261,Keski-Suomen vp,
1674,"Turunen, Tero",Muut,163,899,Helsingin vp,
1675,"Piiroinen, Mika",KP,163,836,Savo-Karjalan vp,
1676,"Linna, Lauri",Vas,162,2036,Helsingin vp,
1677,"Kurenniemi, Tomas",Muut,162,843,Helsingin vp,
1678,"Tolppola, Juho",SKE,162,532,Uudenmaan vp,
1679,"Vilen, Meri",KD,162,514,Helsingin vp,
1680,"Hanhikoski, Sirkku",Vihr,161,1941,Lapin vp,
1681,"Niemimäki, Janne-Pekka",SDP,160,1473,Oulun vp,
1682,"Viik-Ingvesgård, Anita",KD,159,1045,Vaasan vp,
1683,"Innala, Minna",Muut,158,652,Pirkanmaan vp,
1684,"Salomäki, Toni",Pir,158,253,Satakunnan vp,
1685,"Virtanen, Kirsi",Vas,157,1872,Oulun vp,
1686,"Lind, Saana",Vas,157,692,Vaasan vp,
1687,"Ylitalo, Matti",KP,156,1063,Pirkanmaan vp,
1688,"Knuuti, Minttu",Sin,156,689,Savo-Karjalan vp,
1689,"Yli-Juoni, Manu",KP,155,862,Vaasan vp,
1690,"Kervinen, Timo",Lib,155,420,Uudenmaan vp,
1691,"Ryynänen, Riitta",KD,154,797,Keski-Suomen vp,
1692,"Aitakari, Henri",IP,154,439,Varsinais-Suomen vp,
1693,"Mutikainen, Petri",Sin,153,803,Kaakkois-Suomen vp,
1694,"Drotár, Kristiina",KD,153,597,Uudenmaan vp,
1695,"Merihonka, Pirjo",KD,152,731,Keski-Suomen vp,
1696,"Ekala, Luka",Pir,152,253,Kaakkois-Suomen vp,
1697,"Racine, Martin-Éric",Pir,151,705,Helsingin vp,
1698,"Tolonen, Jorma",Vas,151,639,Vaasan vp,
1699,"Flinkman, Henry",Vihr,151,532,Satakunnan vp,
1700,"Siltanen, Tuija",Kok,150,1406,Keski-Suomen vp,
1701,"Karadag, Nejdet",Kesk,149,1257,Uudenmaan vp,
1702,"Pahlman, Folke",RKP,149,1088,Varsinais-Suomen vp,
1703,"Packalén, Petra",SKP,149,321,Pirkanmaan vp,
1704,"Nieminen, Maria",EOP,149,275,Pirkanmaan vp,
1705,"Suárez Katainen, Galia",Vas,148,1943,Helsingin vp,
1706,"Haavisto, Viljami",KD,148,903,Hämeen vp,
1707,"Ylönen, Satu",Sin,148,643,Kaakkois-Suomen vp,
1708,"Kivistö, Joni-Petteri",Pir,148,453,Pirkanmaan vp,
1709,"Oksanen, Taisto",Pir,148,331,Varsinais-Suomen vp,
1710,"Hirvimäki, Petri",Muut,148,148,Keski-Suomen vp,
1711,"Impola, Jaakko",KP,147,949,Oulun vp,
1712,"Alastalo, Jarno",Muut,147,794,Helsingin vp,
1713,"Pätsi, Juha",KD,147,441,Oulun vp,
1714,"Mykrä, Timo",Vas,145,610,Kaakkois-Suomen vp,
1715,"Lundén, Juhani",Muut,145,598,Pirkanmaan vp,
1716,"Turpeinen, Jari",Sin,144,590,Savo-Karjalan vp,
1717,"Mäki, Sebastian",Pir,144,276,Varsinais-Suomen vp,
1718,"Salonen, Risto",Muut,143,552,Pirkanmaan vp,
1719,"Mustonen, Seppo",Muut,143,551,Hämeen vp,
1720,"Paakki, Petri",Muut,143,143,Varsinais-Suomen vp,
1721,"Tuohioja, Pauli",KD,142,574,Uudenmaan vp,
1722,"Taskinen, Emilia",FP,141,663,Helsingin vp,
1723,"Ojala, Markus",Vas,141,593,Vaasan vp,
1724,"Leino, Jarkko",Pir,141,388,Pirkanmaan vp,
1725,"Siltala, Virpi",Kesk,140,1492,Hämeen vp,
1726,"Fana, Vahideh",Kesk,140,846,Helsingin vp,
1727,"Humalajoki, Jarmo",KP,140,719,Vaasan vp,
1728,"Sarasmaa, Aleksi",KD,140,480,Helsingin vp,
1729,"Torrkulla, Kaj",Lib,140,340,Pirkanmaan vp,
1730,"Nurminen, Esa",Muut,139,1119,Uudenmaan vp,
1731,"Rantanen, Iida",Vas,139,976,Keski-Suomen vp,
1732,"Keski-Korhonen, Erika",Muut,139,749,Helsingin vp,
1733,"Rönkkö, Pentti J.",KD,139,553,Uudenmaan vp,
1734,"Kuivalainen, Ville",KP,139,418,Savo-Karjalan vp,
1735,"Mikkonen, Jussi",KD,138,1449,Savo-Karjalan vp,
1736,"Heikkinen, Pekka",Kok,138,1128,Lapin vp,
1737,"Snellman, Anne",Sin,138,712,Oulun vp,
1738,"Murola, Anton",Lib,138,302,Pirkanmaan vp,
1739,"Malmi, Juha",Sin,137,1359,Uudenmaan vp,
1740,"Simon, Tobias",Vihr,137,657,Vaasan vp,
1741,"Parkkinen, Tiina",KD,135,450,Helsingin vp,
1742,"Pohjanrinne, Paula",Vihr,134,1132,Oulun vp,
1743,"Latvala, Pertti",Muut,134,399,Oulun vp,
1744,"Ikäheimo, Petteri",Kesk,133,2241,Lapin vp,
1745,"Sveholm, Sharie",RKP,133,1016,Varsinais-Suomen vp,
1746,"Puromäki, Ville",STL,133,828,Kaakkois-Suomen vp,
1747,"Sallinen, Paavo",Vas,133,553,Vaasan vp,
1748,"Salminen, Timo",Pir,133,272,Pirkanmaan vp,
1749,"Uotila, Jenni",SKE,133,208,Hämeen vp,
1750,"Saarenmaa, Eija",KD,132,1074,Pirkanmaan vp,
1751,"Sagne-Ollikainen, Elina",FP,132,626,Helsingin vp,
1752,"Louhivuori, Ulla",Muut,132,512,Pirkanmaan vp,
1753,"Unonius, Aino",FP,132,132,Satakunnan vp,
1754,"Puutio, Anne",Kesk,131,1605,Satakunnan vp,
1755,"Viinala, Jarmo",Sin,131,570,Oulun vp,
1756,"Salminen, Esa-Jussi",Pir,131,309,Keski-Suomen vp,
1757,"Salonen, Stefan",KD,130,533,Uudenmaan vp,
1758,"Leskinen, Arto",KP,130,279,Savo-Karjalan vp,
1759,"Immonen, Satu",Pir,130,230,Savo-Karjalan vp,
1760,"Aikio, Pekka",Vihr,129,1618,Lapin vp,
1761,"Väisänen, Juha-Pekka",SKP,129,602,Helsingin vp,
1762,"Leppänen, Marja-Leena",Sin,128,536,Kaakkois-Suomen vp,
1763,"Saarela, Annamaija",FP,128,241,Pirkanmaan vp,
1764,"Salminen, Jukka T.",Kok,127,3175,Uudenmaan vp,
1765,"Pippola, Jarmo",KD,127,1337,Savo-Karjalan vp,
1766,"Saarikoski, Markku",Muut,127,711,Keski-Suomen vp,
1767,"Silvanne, Asta",FP,127,127,Vaasan vp,
1768,"Peltonen, Jesse",Vas,126,954,Satakunnan vp,
1769,"Lumijärvi, Satu-Sinikka",STL,126,850,Oulun vp,
1770,"Mikkonen, Jukka",Sin,126,516,Savo-Karjalan vp,
1771,"Simpura, Marjo",Muut,126,478,Pirkanmaan vp,
1772,"Oinonen, Lauri",Kesk,125,785,Helsingin vp,
1773,"Laaksonen, Toni",STL,124,1390,Uudenmaan vp,
1774,"Cioletti, Gian-Luca",Muut,124,710,Helsingin vp,
1775,"Koski, Johannes",FP,124,593,Helsingin vp,
1776,"Kautio, Kimmo",STL,124,516,Hämeen vp,
1777,"Virolainen, Kari",Sin,124,475,Oulun vp,
1778,"Lamberg, Kari",KD,124,423,Helsingin vp,
1779,"Nyman, Pekka",Vihr,123,1386,Lapin vp,
1780,"Nygård, Mauri",STL,123,778,Vaasan vp,
1781,"Kuitunen, Jouni",Sin,122,459,Kaakkois-Suomen vp,
1782,"Mantere, Timo",STL,122,389,Vaasan vp,
1783,"Naskali, Raili",STL,121,685,Pirkanmaan vp,
1784,"Kiiskinen, Merja",Pir,121,392,Uudenmaan vp,
1785,"Anttila, Ville",Sin,121,355,Varsinais-Suomen vp,
1786,"Mäkinen, Jukka",KD,121,336,Satakunnan vp,
1787,"Kurtti, Joonas",Lib,121,305,Oulun vp,
1788,"Ruotsalainen, Harry",STL,120,390,Keski-Suomen vp,
1789,"Tynjä, Riitta",SKP,119,343,Keski-Suomen vp,
1790,"Wiik, Tiina",Muut,119,294,Oulun vp,
1791,"Kinnunen, Elina-Maarit",KD,118,839,Hämeen vp,
1792,"Nousiainen, Marja",Sin,118,407,Oulun vp,
1793,"Acquah, Sirpa",FP,118,342,Uudenmaan vp,
1794,"Niemi, Ari",KP,118,314,Kaakkois-Suomen vp,
1795,"Vuorio, Petra",Sin,117,402,Kaakkois-Suomen vp,
1796,"Kankaanpää, Ismo",Lib,117,237,Varsinais-Suomen vp,
1797,"Paldán, Jari",SDP,116,1122,Lapin vp,
1798,"Alaraatikka, Sonja",Vihr,115,1213,Lapin vp,
1799,"Huusko, Ritva",KD,115,409,Oulun vp,
1800,"Lukkari, Sammol",RKP,114,1034,Lapin vp,
1801,"Laakso, Linda-Riina",KD,114,1010,Pirkanmaan vp,
1802,"Hämäläinen, Jukka Pekka",Sin,114,410,Hämeen vp,
1803,"Kopakkala, Olli",Pir,114,368,Uudenmaan vp,
1804,"Lohi, Urpo",KP,114,349,Keski-Suomen vp,
1805,"Heikkilä, Mikko",Pir,114,264,Hämeen vp,
1806,"Tuominen, Elli",Kesk,113,2081,Lapin vp,
1807,"Ojala, Risto",KD,113,675,Keski-Suomen vp,
1808,"Luotonen, Jorma",IP,113,202,Helsingin vp,
1809,"Koski, Matti",IP,113,133,Vaasan vp,
1810,"Montonen, Virpi",Kesk,112,1214,Uudenmaan vp,
1811,"Somero, Jani",Pir,112,564,Helsingin vp,
1812,"Heikkilä, Carmen",KD,112,515,Uudenmaan vp,
1813,"Kemppi, Eija",KD,112,498,Uudenmaan vp,
1814,"Ylimartimo, Ville",STL,112,456,Pirkanmaan vp,
1815,"Kuusisto, Janne",IP,112,220,Varsinais-Suomen vp,
1816,"Grönfors, Mervi",SKP,112,214,Pirkanmaan vp,
1817,"Järvenpää, Jussi",STL,111,927,Uudenmaan vp,
1818,"Mentula, Minna",SKP,111,193,Pirkanmaan vp,
1819,"Ikänen, Jari",Muut,110,1070,Uudenmaan vp,
1820,"Koivumaa, Jari",Vihr,109,1078,Lapin vp,
1821,"Happonen, Jaakob",KD,109,482,Uudenmaan vp,
1822,"Nivukoski, Hilkka",KD,109,382,Oulun vp,
1823,"Rampal, Anil",Kesk,108,733,Helsingin vp,
1824,"Takala, Jalo",Muut,108,675,Helsingin vp,
1825,"Salo, Juho",Pir,108,247,Pirkanmaan vp,
1826,"Marttala, Lassi",Pir,108,222,Vaasan vp,
1827,"Ali-Hokka, Tuomas",Pir,108,220,Hämeen vp,
1828,"Turpeinen-Saari, Pirkko",STL,107,643,Helsingin vp,
1829,"Laukkanen, Marjo",FP,107,124,Lapin vp,
1830,"Keränen, Senja",Kesk,106,687,Helsingin vp,
1831,"Kopo, Lauri",Sin,106,477,Pirkanmaan vp,
1832,"Hakkarainen, Jouko",Muut,106,448,Pirkanmaan vp,
1833,"Siekkinen, Timo",STL,106,425,Oulun vp,
1834,"Luoma-Nirva, Jarno",Pir,106,226,Pirkanmaan vp,
1835,"Johansson, Birgitta",Muut,106,179,Ahvenanmaan vp,
1836,"Wikman, Calle",RKP,105,952,Varsinais-Suomen vp,
1837,"Nyman, Alm",Vas,105,748,Uudenmaan vp,
1838,"Bollström, Harri",KD,105,467,Uudenmaan vp,
1839,"Ruuskanen, Anne",SKP,105,380,Savo-Karjalan vp,
1840,"Pulliainen, Miro",Pir,105,346,Uudenmaan vp,
1841,"Kaakinen, Kari",Muut,105,319,Oulun vp,
1842,"el-Khouri, Elie",KD,104,400,Helsingin vp,
1843,"Lipponen, Marko",Sin,104,356,Oulun vp,
1844,"Owusu, Asanti",EOP,104,305,Varsinais-Suomen vp,
1845,"Katajamäki, Mira",Sin,104,284,Varsinais-Suomen vp,
1846,"Pajuluoma, Annika",FP,104,175,Pirkanmaan vp,
1847,"Lång, Saara",Sin,103,1189,Uudenmaan vp,
1848,"Havu, Elina",Kesk,103,647,Helsingin vp,
1849,"Aalto, Harri",STL,103,342,Pirkanmaan vp,
1850,"Heikkilä, Joni",Pir,103,327,Uudenmaan vp,
1851,"Pasma, Tarja",Vihr,102,971,Lapin vp,
1852,"Sanila, Tanja",Kok,102,955,Lapin vp,
1853,"Karmala-Vanamo, Jaana",Vas,102,886,Satakunnan vp,
1854,"Yildiz, Ugur",STL,102,695,Uudenmaan vp,
1855,"Karjalainen, Juha",PS,101,2141,Helsingin vp,
1856,"Puikko, Maire",Vihr,101,882,Lapin vp,
1857,"Paavola, Eero",STL,101,259,Vaasan vp,
1858,"Rolig, Anni",FP,101,257,Uudenmaan vp,
1859,"Keskimäki, Tiina",Muut,101,183,Uudenmaan vp,
1860,"Hankila, Heikki",Kesk,98,1173,Uudenmaan vp,
1861,"Karppa, Matti",KD,98,452,Uudenmaan vp,
1862,"Honkanen, Virpi",STL,98,283,Oulun vp,
1863,"Kanervisto, Merko",SKE,98,214,Varsinais-Suomen vp,
1864,"Komsi, Tuula",KP,97,798,Pirkanmaan vp,
1865,"Lasarov, Jukka",Kesk,97,611,Helsingin vp,
1866,"Harju, Sointu",KD,97,358,Oulun vp,
1867,"Koski, Marleena",Sin,97,273,Hämeen vp,
1868,"Martikkala, Riku",Pir,97,247,Keski-Suomen vp,
1869,"Jurvélius, Mike",RKP,97,166,Hämeen vp,
1870,"Rautio, Raimo",STL,96,556,Uudenmaan vp,
1871,"Hinkonen, Andrei",KD,96,439,Uudenmaan vp,
1872,"Vepsäläinen, Tuula",KD,96,305,Satakunnan vp,
1873,"Purmonen, Sirpa",Sin,96,205,Hämeen vp,
1874,"Bono, Sini",Pir,96,190,Kaakkois-Suomen vp,
1875,"Knuutila, Jarmo",KTP,96,96,Kaakkois-Suomen vp,
1876,"Suominen, Voitto",KTP,96,96,Varsinais-Suomen vp,
1877,"Sinisalo, Pekka M.",Sin,95,1057,Uudenmaan vp,
1878,"Koivisto, Mika",STL,95,213,Oulun vp,
1879,"Tuikkanen, Juha",Sin,94,352,Keski-Suomen vp,
1880,"Bergström, Jani",Sin,94,316,Oulun vp,
1881,"Säisä, Mari",FP,94,201,Varsinais-Suomen vp,
1882,"Pajunen, Kari",Sin,93,952,Uudenmaan vp,
1883,"Helle, Sami",Kesk,93,579,Helsingin vp,
1884,"Sallinen, Klaus",Kesk,93,550,Helsingin vp,
1885,"Räsänen, Joni",Pir,93,209,Pirkanmaan vp,
1886,"Sorvali, Ritva",Muut,93,174,Hämeen vp,
1887,"Lyytikäinen, Juho",IP,92,633,Pirkanmaan vp,
1888,"Saarinen, Jarmo",STL,92,344,Hämeen vp,
1889,"Nurmi, Jussi",STL,92,274,Pirkanmaan vp,
1890,"Valta, Ari",STL,92,258,Hämeen vp,
1891,"Tikander, Sakari",Lib,92,194,Pirkanmaan vp,
1892,"Lahdenmäki, Timo",KTP,92,92,Pirkanmaan vp,
1893,"Arlin, Tiina",STL,91,463,Uudenmaan vp,
1894,"Yilmaz, Yakup",STL,91,428,Helsingin vp,
1895,"Riikonen, Kalevi",IP,91,352,Uudenmaan vp,
1896,"Nikkola, Riitta",EOP,91,214,Uudenmaan vp,
1897,"Helminen, Jyrki",Muut,91,91,Helsingin vp,
1898,"Meriläinen, Anton",Vas,90,519,Vaasan vp,
1899,"Wikström, Taina",Sin,90,459,Savo-Karjalan vp,
1900,"Pirinen, Jari",Sin,90,285,Oulun vp,
1901,"Saarenpää, Suvimaria",SDP,89,1036,Lapin vp,
1902,"Riekkinen, Susanna",Muut,89,422,Pirkanmaan vp,
1903,"Tikka, Joni",KP,89,355,Uudenmaan vp,
1904,"Hämäläinen, Ville",STL,89,195,Vaasan vp,
1905,"Talikka, Aku",Lib,89,188,Hämeen vp,
1906,"Hintikka, Antti",Muut,88,398,Pirkanmaan vp,
1907,"Andersson, Hans",Muut,88,266,Oulun vp,
1908,"Vähämaa, Tetti",FP,88,165,Hämeen vp,
1909,"Päivömaa, Ville-Veikko",Kesk,87,1491,Satakunnan vp,
1910,"Sajaniemi, Ulla",Sin,87,865,Uudenmaan vp,
1911,"Heikkilä, Olli",SKE,87,638,Pirkanmaan vp,
1912,"Ylönen, Iida",SKP,87,616,Uudenmaan vp,
1913,"Nikrus, Kari",Pir,87,310,Uudenmaan vp,
1914,"Plommer, Raoul",Pir,87,207,Varsinais-Suomen vp,
1915,"Rissanen, Susanna",SKP,87,190,Savo-Karjalan vp,
1916,"Pohjola, Ritva",Vihr,86,1354,Kaakkois-Suomen vp,
1917,"Tossavainen, Jenna Julia",Pir,86,294,Uudenmaan vp,
1918,"Nylander, Helge",Vas,85,906,Keski-Suomen vp,
1919,"Halonen, August",Kesk,85,524,Helsingin vp,
1920,"Hänninen, Jarmo",Sin,85,413,Savo-Karjalan vp,
1921,"Punkari, Soile",KD,85,337,Oulun vp,
1922,"Sandberg, Tiina",SKP,85,301,Helsingin vp,
1923,"Pyttynen, Jaakko",Muut,85,228,Oulun vp,
1924,"Sulkamoniemi, Eeva-Kaarina",KD,84,1242,Savo-Karjalan vp,
1925,"Virolainen, Severi",Lib,84,537,Helsingin vp,
1926,"Sormunen, Meri-Piia",STL,84,414,Kaakkois-Suomen vp,
1927,"Suonperä, Arjo",SKP,84,411,Uudenmaan vp,
1928,"Grönlund, Jorma",STL,84,228,Pirkanmaan vp,
1929,"Jaatinen, Satu",STL,84,206,Hämeen vp,
1930,"Hiironen, Mikko",Pir,84,206,Keski-Suomen vp,
1931,"Kasap, Hanni",STL,84,196,Pirkanmaan vp,
1932,"Sederholm, Jouni",KP,84,139,Hämeen vp,
1933,"Karhu, Miska",FP,84,101,Varsinais-Suomen vp,
1934,"Soukkio, Joonas",Kesk,83,1396,Pirkanmaan vp,
1935,"Oinas, Niina",SDP,83,962,Lapin vp,
1936,"Tuliainen, Meriel",KD,83,640,Kaakkois-Suomen vp,
1937,"Rannelma, Timo",KP,83,532,Pirkanmaan vp,
1938,"Riihelä, Pertti",KD,83,379,Helsingin vp,
1939,"Pesch, Tom",EOP,83,203,Varsinais-Suomen vp,
1940,"Hellman, Timo",Pir,83,184,Varsinais-Suomen vp,
1941,"Nissinen, Timo",KP,83,175,Keski-Suomen vp,
1942,"Leinonen, Petri",Vihr,82,809,Lapin vp,
1943,"Pajunpää, Timo",Sin,82,616,Vaasan vp,
1944,"Eronen, Toni",Sin,82,342,Helsingin vp,
1945,"Kalliola, Anu",IP,82,317,Pirkanmaan vp,
1946,"Laaksonen, Jari",Sin,82,164,Hämeen vp,
1947,"Nieminen, Henri",STL,82,156,Vaasan vp,
1948,"Huuhtanen, Panu",Muut,82,92,Uudenmaan vp,
1949,"Kosonen, Mari",SKE,81,456,Pirkanmaan vp,
1950,"Ilmarinen, Kristiina",STL,81,449,Varsinais-Suomen vp,
1951,"Fryckman, Peter",STL,81,321,Helsingin vp,
1952,"Seesvalo, Sanna",IP,81,211,Pirkanmaan vp,
1953,"Rantakangas, Eetu",Pir,81,177,Keski-Suomen vp,
1954,"Brunni, Antti",Vihr,80,747,Lapin vp,
1955,"Lohikoski, Marja-Liisa",KD,80,427,Uudenmaan vp,
1956,"Tillanen, Eero",SKE,80,266,Uudenmaan vp,
1957,"Autio, Ari-Matti",Pir,80,254,Oulun vp,
1958,"Salomaa, Samu",SKE,80,213,Uudenmaan vp,
1959,"Laurinkari, Juhani",KD,79,1159,Savo-Karjalan vp,
1960,"Aaltonen, Anna",Lib,79,280,Uudenmaan vp,
1961,"Neuvonen, Hannele",KP,79,116,Keski-Suomen vp,
1962,"Päiväniemi, Juha",KTP,79,79,Vaasan vp,
1963,"Manninen, Jukka",Sin,78,293,Helsingin vp,
1964,"Kuusama, Eliisa",Lib,77,267,Uudenmaan vp,
1965,"Hämynen, Miika",Pir,77,155,Keski-Suomen vp,
1966,"Honkasalo, Teppo",IP,77,146,Varsinais-Suomen vp,
1967,"Kostia-Hakola, Taija",FP,77,83,Hämeen vp,
1968,"Rannisto, Ari",KD,76,954,Pirkanmaan vp,
1969,"Kortelainen, Pekka",SKE,76,376,Helsingin vp,
1970,"Lääveri, Tatu",STL,76,276,Kaakkois-Suomen vp,
1971,"Muotio, Jukka-Pekka",Lib,76,256,Uudenmaan vp,
1972,"Tuominen, Linnea",FP,76,205,Uudenmaan vp,
1973,"Heikkilä, Leena",Sin,75,793,Uudenmaan vp,
1974,"Lappalainen, Ritva",KD,75,415,Uudenmaan vp,
1975,"Kumpulainen, Antti",KP,75,209,Savo-Karjalan vp,
1976,"Paananen, Marjo",STL,75,195,Keski-Suomen vp,
1977,"Jokinen, Helmi-Maaria",FP,75,171,Uudenmaan vp,
1978,"Hirvonen, Mikko",Pir,75,166,Varsinais-Suomen vp,
1979,"Eriksson, John",RKP,74,896,Varsinais-Suomen vp,
1980,"Risti, Liisa",Sin,74,732,Uudenmaan vp,
